STATEFP,YEAR,INDICATOR,VALUE,STATE,STATEABBREVIATION
34,2011,HIV_diagnosed,33998.0,New Jersey,NJ
35,2011,HIV_diagnosed,2989.0,New Mexico,NM
36,2011,HIV_diagnosed,119989.0,New York,NY
37,2011,HIV_diagnosed,25310.0,North Carolina,NC
38,2011,HIV_diagnosed,216.0,North Dakota,ND
39,2011,HIV_diagnosed,17630.0,Ohio,OH
40,2011,HIV_diagnosed,5027.0,Oklahoma,OK
41,2011,HIV_diagnosed,5902.0,Oregon,OR
42,2011,HIV_diagnosed,31356.0,Pennsylvania,PA
44,2011,HIV_diagnosed,2092.0,Rhode Island,RI
45,2011,HIV_diagnosed,16648.0,South Carolina,SC
46,2011,HIV_diagnosed,385.0,South Dakota,SD
47,2011,HIV_diagnosed,15257.0,Tennessee,TN
48,2011,HIV_diagnosed,68435.0,Texas,TX
49,2011,HIV_diagnosed,2251.0,Utah,UT
50,2011,HIV_diagnosed,499.0,Vermont,VT
51,2011,HIV_diagnosed,18668.0,Virginia,VA
53,2011,HIV_diagnosed,10687.0,Washington,WA
54,2011,HIV_diagnosed,1670.0,West Virginia,WV
55,2011,HIV_diagnosed,5088.0,Wisconsin,WI
56,2011,HIV_diagnosed,254.0,Wyoming,WY
72,2011,HIV_diagnosed,16496.0,Puerto Rico,PR
01,2011,HIV_diagnosed_rate,282.2,Alabama,AL
02,2011,HIV_diagnosed_rate,114.1,Alaska,AK
04,2011,HIV_diagnosed_rate,240.2,Arizona,AZ
05,2011,HIV_diagnosed_rate,184.1,Arkansas,AR
06,2011,HIV_diagnosed_rate,352.2,California,CA
08,2011,HIV_diagnosed_rate,242.6,Colorado,CO
09,2011,HIV_diagnosed_rate,337.5,Connecticut,CT
10,2011,HIV_diagnosed_rate,406.5,Delaware,DE
11,2011,HIV_diagnosed_rate,2619.2,District of Columbia,DC
12,2011,HIV_diagnosed_rate,562.9,Florida,FL
13,2011,HIV_diagnosed_rate,524.1,Georgia,GA
15,2011,HIV_diagnosed_rate,212.3,Hawaii,HI
16,2011,HIV_diagnosed_rate,72.7,Idaho,ID
17,2011,HIV_diagnosed_rate,300.7,Illinois,IL
18,2011,HIV_diagnosed_rate,170.1,Indiana,IN
19,2011,HIV_diagnosed_rate,81.3,Iowa,IA
20,2011,HIV_diagnosed_rate,115.4,Kansas,KS
21,2011,HIV_diagnosed_rate,152.7,Kentucky,KY
22,2011,HIV_diagnosed_rate,443.2,Louisiana,LA
23,2011,HIV_diagnosed_rate,111.6,Maine,ME
24,2011,HIV_diagnosed_rate,590.2,Maryland,MD
25,2011,HIV_diagnosed_rate,317.9,Massachusetts,MA
26,2011,HIV_diagnosed_rate,166.9,Michigan,MI
27,2011,HIV_diagnosed_rate,153.6,Minnesota,MN
28,2011,HIV_diagnosed_rate,343.3,Mississippi,MS
29,2011,HIV_diagnosed_rate,211.0,Missouri,MO
30,2011,HIV_diagnosed_rate,57.2,Montana,MT
31,2011,HIV_diagnosed_rate,120.4,Nebraska,NE
32,2011,HIV_diagnosed_rate,319.3,Nevada,NV
33,2011,HIV_diagnosed_rate,98.7,New Hampshire,NH
34,2011,HIV_diagnosed_rate,459.8,New Jersey,NJ
35,2011,HIV_diagnosed_rate,175.5,New Mexico,NM
36,2011,HIV_diagnosed_rate,728.0,New York,NY
37,2011,HIV_diagnosed_rate,316.0,North Carolina,NC
38,2011,HIV_diagnosed_rate,37.7,North Dakota,ND
39,2011,HIV_diagnosed_rate,183.0,Ohio,OH
40,2011,HIV_diagnosed_rate,162.0,Oklahoma,OK
41,2011,HIV_diagnosed_rate,181.7,Oregon,OR
42,2011,HIV_diagnosed_rate,290.3,Pennsylvania,PA
44,2011,HIV_diagnosed_rate,232.8,Rhode Island,RI
45,2011,HIV_diagnosed_rate,427.4,South Carolina,SC
46,2011,HIV_diagnosed_rate,57.1,South Dakota,SD
47,2011,HIV_diagnosed_rate,286.5,Tennessee,TN
48,2011,HIV_diagnosed_rate,332.3,Texas,TX
49,2011,HIV_diagnosed_rate,104.5,Utah,UT
50,2011,HIV_diagnosed_rate,92.6,Vermont,VT
51,2011,HIV_diagnosed_rate,275.8,Virginia,VA
53,2011,HIV_diagnosed_rate,188.2,Washington,WA
54,2011,HIV_diagnosed_rate,105.7,West Virginia,WV
55,2011,HIV_diagnosed_rate,106.9,Wisconsin,WI
56,2011,HIV_diagnosed_rate,54.3,Wyoming,WY
72,2011,HIV_diagnosed_rate,535.2,Puerto Rico,PR
01,2012,HIV_diagnosed,11583.0,Alabama,AL
02,2012,HIV_diagnosed,654.0,Alaska,AK
04,2012,HIV_diagnosed,13303.0,Arizona,AZ
05,2012,HIV_diagnosed,4634.0,Arkansas,AR
06,2012,HIV_diagnosed,112907.0,California,CA
08,2012,HIV_diagnosed,10519.0,Colorado,CO
09,2012,HIV_diagnosed,10276.0,Connecticut,CT
10,2012,HIV_diagnosed,3140.0,Delaware,DE
11,2012,HIV_diagnosed,14834.0,District of Columbia,DC
12,2012,HIV_diagnosed,95715.0,Florida,FL
13,2012,HIV_diagnosed,44131.0,Georgia,GA
15,2012,HIV_diagnosed,2452.0,Hawaii,HI
16,2012,HIV_diagnosed,967.0,Idaho,ID
17,2012,HIV_diagnosed,32899.0,Illinois,IL
18,2012,HIV_diagnosed,9464.0,Indiana,IN
19,2012,HIV_diagnosed,2167.0,Iowa,IA
20,2012,HIV_diagnosed,2734.0,Kansas,KS
21,2012,HIV_diagnosed,5760.0,Kentucky,KY
22,2012,HIV_diagnosed,16912.0,Louisiana,LA
23,2012,HIV_diagnosed,1290.0,Maine,ME
24,2012,HIV_diagnosed,29343.0,Maryland,MD
25,2012,HIV_diagnosed,18586.0,Massachusetts,MA
26,2012,HIV_diagnosed,14281.0,Michigan,MI
27,2012,HIV_diagnosed,7091.0,Minnesota,MN
28,2012,HIV_diagnosed,8531.0,Mississippi,MS
29,2012,HIV_diagnosed,10874.0,Missouri,MO
30,2012,HIV_diagnosed,489.0,Montana,MT
31,2012,HIV_diagnosed,1848.0,Nebraska,NE
32,2012,HIV_diagnosed,7382.0,Nevada,NV
33,2012,HIV_diagnosed,1127.0,New Hampshire,NH
34,2012,HIV_diagnosed,34396.0,New Jersey,NJ
35,2012,HIV_diagnosed,2965.0,New Mexico,NM
36,2012,HIV_diagnosed,121337.0,New York,NY
37,2012,HIV_diagnosed,26571.0,North Carolina,NC
38,2012,HIV_diagnosed,243.0,North Dakota,ND
39,2012,HIV_diagnosed,18275.0,Ohio,OH
40,2012,HIV_diagnosed,5201.0,Oklahoma,OK
41,2012,HIV_diagnosed,6077.0,Oregon,OR
42,2012,HIV_diagnosed,32188.0,Pennsylvania,PA
44,2012,HIV_diagnosed,2125.0,Rhode Island,RI
45,2012,HIV_diagnosed,15516.0,South Carolina,SC
46,2012,HIV_diagnosed,407.0,South Dakota,SD
47,2012,HIV_diagnosed,15873.0,Tennessee,TN
48,2012,HIV_diagnosed,71621.0,Texas,TX
49,2012,HIV_diagnosed,2303.0,Utah,UT
50,2012,HIV_diagnosed,560.0,Vermont,VT
51,2012,HIV_diagnosed,19698.0,Virginia,VA
53,2012,HIV_diagnosed,11076.0,Washington,WA
54,2012,HIV_diagnosed,1744.0,West Virginia,WV
55,2012,HIV_diagnosed,5196.0,Wisconsin,WI
56,2012,HIV_diagnosed,257.0,Wyoming,WY
72,2012,HIV_diagnosed,16589.0,Puerto Rico,PR
01,2012,HIV_diagnosed_rate,288.3,Alabama,AL
02,2012,HIV_diagnosed_rate,110.2,Alaska,AK
04,2012,HIV_diagnosed_rate,247.3,Arizona,AZ
05,2012,HIV_diagnosed_rate,190.2,Arkansas,AR
06,2012,HIV_diagnosed_rate,359.1,California,CA
08,2012,HIV_diagnosed_rate,245.5,Colorado,CO
09,2012,HIV_diagnosed_rate,337.2,Connecticut,CT
10,2012,HIV_diagnosed_rate,407.9,Delaware,DE
11,2012,HIV_diagnosed_rate,2680.0,District of Columbia,DC
12,2012,HIV_diagnosed_rate,580.3,Florida,FL
13,2012,HIV_diagnosed_rate,543.8,Georgia,GA
15,2012,HIV_diagnosed_rate,210.0,Hawaii,HI
16,2012,HIV_diagnosed_rate,75.3,Idaho,ID
17,2012,HIV_diagnosed_rate,307.5,Illinois,IL
18,2012,HIV_diagnosed_rate,175.3,Indiana,IN
19,2012,HIV_diagnosed_rate,84.9,Iowa,IA
20,2012,HIV_diagnosed_rate,116.0,Kansas,KS
21,2012,HIV_diagnosed_rate,157.8,Kentucky,KY
22,2012,HIV_diagnosed_rate,445.7,Louisiana,LA
23,2012,HIV_diagnosed_rate,112.8,Maine,ME
24,2012,HIV_diagnosed_rate,595.3,Maryland,MD
25,2012,HIV_diagnosed_rate,327.6,Massachusetts,MA
26,2012,HIV_diagnosed_rate,172.1,Michigan,MI
27,2012,HIV_diagnosed_rate,159.2,Minnesota,MN
28,2012,HIV_diagnosed_rate,348.4,Mississippi,MS
29,2012,HIV_diagnosed_rate,216.8,Missouri,MO
30,2012,HIV_diagnosed_rate,58.0,Montana,MT
31,2012,HIV_diagnosed_rate,121.9,Nebraska,NE
32,2012,HIV_diagnosed_rate,324.1,Nevada,NV
33,2012,HIV_diagnosed_rate,99.6,New Hampshire,NH
34,2012,HIV_diagnosed_rate,462.3,New Jersey,NJ
35,2012,HIV_diagnosed_rate,173.1,New Mexico,NM
36,2012,HIV_diagnosed_rate,731.5,New York,NY
37,2012,HIV_diagnosed_rate,327.8,North Carolina,NC
38,2012,HIV_diagnosed_rate,41.5,North Dakota,ND
39,2012,HIV_diagnosed_rate,189.3,Ohio,OH
40,2012,HIV_diagnosed_rate,166.2,Oklahoma,OK
41,2012,HIV_diagnosed_rate,185.4,Oregon,OR
42,2012,HIV_diagnosed_rate,297.1,Pennsylvania,PA
44,2012,HIV_diagnosed_rate,235.9,Rhode Island,RI
45,2012,HIV_diagnosed_rate,393.7,South Carolina,SC
46,2012,HIV_diagnosed_rate,59.7,South Dakota,SD
47,2012,HIV_diagnosed_rate,295.1,Tennessee,TN
48,2012,HIV_diagnosed_rate,341.2,Texas,TX
49,2012,HIV_diagnosed_rate,105.1,Utah,UT
50,2012,HIV_diagnosed_rate,103.8,Vermont,VT
51,2012,HIV_diagnosed_rate,287.8,Virginia,VA
53,2012,HIV_diagnosed_rate,192.8,Washington,WA
54,2012,HIV_diagnosed_rate,110.3,West Virginia,WV
55,2012,HIV_diagnosed_rate,108.7,Wisconsin,WI
56,2012,HIV_diagnosed_rate,54.0,Wyoming,WY
72,2012,HIV_diagnosed_rate,542.1,Puerto Rico,PR
01,2013,HIV_diagnosed,11969.0,Alabama,AL
02,2013,HIV_diagnosed,645.0,Alaska,AK
04,2013,HIV_diagnosed,13824.0,Arizona,AZ
05,2013,HIV_diagnosed,4814.0,Arkansas,AR
06,2013,HIV_diagnosed,115702.0,California,CA
08,2013,HIV_diagnosed,10727.0,Colorado,CO
09,2013,HIV_diagnosed,10513.0,Connecticut,CT
10,2013,HIV_diagnosed,3131.0,Delaware,DE
11,2013,HIV_diagnosed,14848.0,District of Columbia,DC
12,2013,HIV_diagnosed,98034.0,Florida,FL
13,2013,HIV_diagnosed,47751.0,Georgia,GA
15,2013,HIV_diagnosed,2510.0,Hawaii,HI
16,2013,HIV_diagnosed,1020.0,Idaho,ID
17,2013,HIV_diagnosed,33639.0,Illinois,IL
18,2013,HIV_diagnosed,9808.0,Indiana,IN
19,2013,HIV_diagnosed,2236.0,Iowa,IA
20,2013,HIV_diagnosed,2769.0,Kansas,KS
21,2013,HIV_diagnosed,6257.0,Kentucky,KY
22,2013,HIV_diagnosed,17723.0,Louisiana,LA
23,2013,HIV_diagnosed,1331.0,Maine,ME
24,2013,HIV_diagnosed,29815.0,Maryland,MD
25,2013,HIV_diagnosed,19025.0,Massachusetts,MA
26,2013,HIV_diagnosed,14665.0,Michigan,MI
27,2013,HIV_diagnosed,7289.0,Minnesota,MN
28,2013,HIV_diagnosed,8672.0,Mississippi,MS
29,2013,HIV_diagnosed,11116.0,Missouri,MO
30,2013,HIV_diagnosed,527.0,Montana,MT
31,2013,HIV_diagnosed,1886.0,Nebraska,NE
32,2013,HIV_diagnosed,7659.0,Nevada,NV
33,2013,HIV_diagnosed,1145.0,New Hampshire,NH
34,2013,HIV_diagnosed,35154.0,New Jersey,NJ
35,2013,HIV_diagnosed,2933.0,New Mexico,NM
36,2013,HIV_diagnosed,122319.0,New York,NY
37,2013,HIV_diagnosed,27368.0,North Carolina,NC
38,2013,HIV_diagnosed,253.0,North Dakota,ND
39,2013,HIV_diagnosed,18920.0,Ohio,OH
40,2013,HIV_diagnosed,5397.0,Oklahoma,OK
41,2013,HIV_diagnosed,6111.0,Oregon,OR
42,2013,HIV_diagnosed,32714.0,Pennsylvania,PA
44,2013,HIV_diagnosed,2160.0,Rhode Island,RI
45,2013,HIV_diagnosed,15498.0,South Carolina,SC
46,2013,HIV_diagnosed,440.0,South Dakota,SD
47,2013,HIV_diagnosed,16154.0,Tennessee,TN
48,2013,HIV_diagnosed,74903.0,Texas,TX
49,2013,HIV_diagnosed,2494.0,Utah,UT
50,2013,HIV_diagnosed,605.0,Vermont,VT
51,2013,HIV_diagnosed,20001.0,Virginia,VA
53,2013,HIV_diagnosed,11498.0,Washington,WA
54,2013,HIV_diagnosed,1724.0,West Virginia,WV
55,2013,HIV_diagnosed,5717.0,Wisconsin,WI
56,2013,HIV_diagnosed,260.0,Wyoming,WY
72,2013,HIV_diagnosed,16692.0,Puerto Rico,PR
01,2013,HIV_diagnosed_rate,296.3,Alabama,AL
02,2013,HIV_diagnosed_rate,107.6,Alaska,AK
04,2013,HIV_diagnosed_rate,253.5,Arizona,AZ
05,2013,HIV_diagnosed_rate,196.7,Arkansas,AR
06,2013,HIV_diagnosed_rate,364.0,California,CA
08,2013,HIV_diagnosed_rate,245.9,Colorado,CO
09,2013,HIV_diagnosed_rate,343.5,Connecticut,CT
10,2013,HIV_diagnosed_rate,402.0,Delaware,DE
11,2013,HIV_diagnosed_rate,2633.1,District of Columbia,DC
12,2013,HIV_diagnosed_rate,586.0,Florida,FL
13,2013,HIV_diagnosed_rate,582.6,Georgia,GA
15,2013,HIV_diagnosed_rate,212.6,Hawaii,HI
16,2013,HIV_diagnosed_rate,78.5,Idaho,ID
17,2013,HIV_diagnosed_rate,313.3,Illinois,IL
18,2013,HIV_diagnosed_rate,180.4,Indiana,IN
19,2013,HIV_diagnosed_rate,87.1,Iowa,IA
20,2013,HIV_diagnosed_rate,117.0,Kansas,KS
21,2013,HIV_diagnosed_rate,170.5,Kentucky,KY
22,2013,HIV_diagnosed_rate,463.8,Louisiana,LA
23,2013,HIV_diagnosed_rate,116.2,Maine,ME
24,2013,HIV_diagnosed_rate,599.8,Maryland,MD
25,2013,HIV_diagnosed_rate,332.1,Massachusetts,MA
26,2013,HIV_diagnosed_rate,176.1,Michigan,MI
27,2013,HIV_diagnosed_rate,162.3,Minnesota,MN
28,2013,HIV_diagnosed_rate,352.6,Mississippi,MS
29,2013,HIV_diagnosed_rate,220.6,Missouri,MO
30,2013,HIV_diagnosed_rate,62.0,Montana,MT
31,2013,HIV_diagnosed_rate,123.5,Nebraska,NE
32,2013,HIV_diagnosed_rate,331.2,Nevada,NV
33,2013,HIV_diagnosed_rate,100.8,New Hampshire,NH
34,2013,HIV_diagnosed_rate,469.8,New Jersey,NJ
35,2013,HIV_diagnosed_rate,170.7,New Mexico,NM
36,2013,HIV_diagnosed_rate,733.2,New York,NY
37,2013,HIV_diagnosed_rate,333.4,North Carolina,NC
38,2013,HIV_diagnosed_rate,42.0,North Dakota,ND
39,2013,HIV_diagnosed_rate,195.3,Ohio,OH
40,2013,HIV_diagnosed_rate,170.9,Oklahoma,OK
41,2013,HIV_diagnosed_rate,184.8,Oregon,OR
42,2013,HIV_diagnosed_rate,301.2,Pennsylvania,PA
44,2013,HIV_diagnosed_rate,239.3,Rhode Island,RI
45,2013,HIV_diagnosed_rate,388.4,South Carolina,SC
46,2013,HIV_diagnosed_rate,63.8,South Dakota,SD
47,2013,HIV_diagnosed_rate,297.9,Tennessee,TN
48,2013,HIV_diagnosed_rate,350.6,Texas,TX
49,2013,HIV_diagnosed_rate,111.6,Utah,UT
50,2013,HIV_diagnosed_rate,111.9,Vermont,VT
51,2013,HIV_diagnosed_rate,289.1,Virginia,VA
53,2013,HIV_diagnosed_rate,197.8,Washington,WA
54,2013,HIV_diagnosed_rate,109.1,West Virginia,WV
55,2013,HIV_diagnosed_rate,119.0,Wisconsin,WI
56,2013,HIV_diagnosed_rate,54.0,Wyoming,WY
72,2013,HIV_diagnosed_rate,548.5,Puerto Rico,PR
01,2014,HIV_diagnosed,12396.0,Alabama,AL
02,2014,HIV_diagnosed,623.0,Alaska,AK
04,2014,HIV_diagnosed,14512.0,Arizona,AZ
05,2014,HIV_diagnosed,5113.0,Arkansas,AR
06,2014,HIV_diagnosed,118551.0,California,CA
08,2014,HIV_diagnosed,11045.0,Colorado,CO
09,2014,HIV_diagnosed,10144.0,Connecticut,CT
10,2014,HIV_diagnosed,3116.0,Delaware,DE
11,2014,HIV_diagnosed,14315.0,District of Columbia,DC
12,2014,HIV_diagnosed,102071.0,Florida,FL
13,2014,HIV_diagnosed,47674.0,Georgia,GA
15,2014,HIV_diagnosed,2557.0,Hawaii,HI
16,2014,HIV_diagnosed,1019.0,Idaho,ID
17,2014,HIV_diagnosed,34466.0,Illinois,IL
18,2014,HIV_diagnosed,10164.0,Indiana,IN
19,2014,HIV_diagnosed,2335.0,Iowa,IA
20,2014,HIV_diagnosed,2840.0,Kansas,KS
21,2014,HIV_diagnosed,6481.0,Kentucky,KY
22,2014,HIV_diagnosed,18662.0,Louisiana,LA
23,2014,HIV_diagnosed,1410.0,Maine,ME
24,2014,HIV_diagnosed,31047.0,Maryland,MD
25,2014,HIV_diagnosed,19390.0,Massachusetts,MA
26,2014,HIV_diagnosed,14673.0,Michigan,MI
27,2014,HIV_diagnosed,7498.0,Minnesota,MN
28,2014,HIV_diagnosed,8955.0,Mississippi,MS
29,2014,HIV_diagnosed,11465.0,Missouri,MO
30,2014,HIV_diagnosed,541.0,Montana,MT
31,2014,HIV_diagnosed,1966.0,Nebraska,NE
32,2014,HIV_diagnosed,8232.0,Nevada,NV
33,2014,HIV_diagnosed,1198.0,New Hampshire,NH
34,2014,HIV_diagnosed,35384.0,New Jersey,NJ
35,2014,HIV_diagnosed,3075.0,New Mexico,NM
36,2014,HIV_diagnosed,125283.0,New York,NY
37,2014,HIV_diagnosed,28395.0,North Carolina,NC
38,2014,HIV_diagnosed,297.0,North Dakota,ND
39,2014,HIV_diagnosed,19670.0,Ohio,OH
40,2014,HIV_diagnosed,5572.0,Oklahoma,OK
41,2014,HIV_diagnosed,6215.0,Oregon,OR
42,2014,HIV_diagnosed,33405.0,Pennsylvania,PA
44,2014,HIV_diagnosed,2269.0,Rhode Island,RI
45,2014,HIV_diagnosed,15817.0,South Carolina,SC
46,2014,HIV_diagnosed,482.0,South Dakota,SD
47,2014,HIV_diagnosed,15936.0,Tennessee,TN
48,2014,HIV_diagnosed,78461.0,Texas,TX
49,2014,HIV_diagnosed,2580.0,Utah,UT
50,2014,HIV_diagnosed,643.0,Vermont,VT
51,2014,HIV_diagnosed,20684.0,Virginia,VA
53,2014,HIV_diagnosed,11972.0,Washington,WA
54,2014,HIV_diagnosed,1767.0,West Virginia,WV
55,2014,HIV_diagnosed,5829.0,Wisconsin,WI
56,2014,HIV_diagnosed,266.0,Wyoming,WY
72,2014,HIV_diagnosed,16727.0,Puerto Rico,PR
01,2014,HIV_diagnosed_rate,305.6,Alabama,AL
02,2014,HIV_diagnosed_rate,103.8,Alaska,AK
04,2014,HIV_diagnosed_rate,261.7,Arizona,AZ
05,2014,HIV_diagnosed_rate,208.1,Arkansas,AR
06,2014,HIV_diagnosed_rate,368.8,California,CA
08,2014,HIV_diagnosed_rate,248.7,Colorado,CO
09,2014,HIV_diagnosed_rate,330.7,Connecticut,CT
10,2014,HIV_diagnosed_rate,395.1,Delaware,DE
11,2014,HIV_diagnosed_rate,2504.6,District of Columbia,DC
12,2014,HIV_diagnosed_rate,599.8,Florida,FL
13,2014,HIV_diagnosed_rate,574.3,Georgia,GA
15,2014,HIV_diagnosed_rate,214.9,Hawaii,HI
16,2014,HIV_diagnosed_rate,77.2,Idaho,ID
17,2014,HIV_diagnosed_rate,320.5,Illinois,IL
18,2014,HIV_diagnosed_rate,185.9,Indiana,IN
19,2014,HIV_diagnosed_rate,90.4,Iowa,IA
20,2014,HIV_diagnosed_rate,119.5,Kansas,KS
21,2014,HIV_diagnosed_rate,176.0,Kentucky,KY
22,2014,HIV_diagnosed_rate,485.6,Louisiana,LA
23,2014,HIV_diagnosed_rate,122.8,Maine,ME
24,2014,HIV_diagnosed_rate,620.3,Maryland,MD
25,2014,HIV_diagnosed_rate,335.4,Massachusetts,MA
26,2014,HIV_diagnosed_rate,175.6,Michigan,MI
27,2014,HIV_diagnosed_rate,165.7,Minnesota,MN
28,2014,HIV_diagnosed_rate,363.2,Mississippi,MS
29,2014,HIV_diagnosed_rate,226.5,Missouri,MO
30,2014,HIV_diagnosed_rate,63.1,Montana,MT
31,2014,HIV_diagnosed_rate,127.7,Nebraska,NE
32,2014,HIV_diagnosed_rate,349.6,Nevada,NV
33,2014,HIV_diagnosed_rate,104.6,New Hampshire,NH
34,2014,HIV_diagnosed_rate,470.5,New Jersey,NJ
35,2014,HIV_diagnosed_rate,178.6,New Mexico,NM
36,2014,HIV_diagnosed_rate,747.7,New York,NY
37,2014,HIV_diagnosed_rate,341.8,North Carolina,NC
38,2014,HIV_diagnosed_rate,48.5,North Dakota,ND
39,2014,HIV_diagnosed_rate,202.3,Ohio,OH
40,2014,HIV_diagnosed_rate,175.1,Oklahoma,OK
41,2014,HIV_diagnosed_rate,185.7,Oregon,OR
42,2014,HIV_diagnosed_rate,307.0,Pennsylvania,PA
44,2014,HIV_diagnosed_rate,250.4,Rhode Island,RI
45,2014,HIV_diagnosed_rate,390.8,South Carolina,SC
46,2014,HIV_diagnosed_rate,69.4,South Dakota,SD
47,2014,HIV_diagnosed_rate,291.3,Tennessee,TN
48,2014,HIV_diagnosed_rate,360.1,Texas,TX
49,2014,HIV_diagnosed_rate,113.5,Utah,UT
50,2014,HIV_diagnosed_rate,118.8,Vermont,VT
51,2014,HIV_diagnosed_rate,296.6,Virginia,VA
53,2014,HIV_diagnosed_rate,203.2,Washington,WA
54,2014,HIV_diagnosed_rate,112.1,West Virginia,WV
55,2014,HIV_diagnosed_rate,120.8,Wisconsin,WI
56,2014,HIV_diagnosed_rate,55.2,Wyoming,WY
72,2014,HIV_diagnosed_rate,555.3,Puerto Rico,PR
01,2015,HIV_diagnosed,12192.0,Alabama,AL
02,2015,HIV_diagnosed,653.0,Alaska,AK
04,2015,HIV_diagnosed,15126.0,Arizona,AZ
05,2015,HIV_diagnosed,5265.0,Arkansas,AR
06,2015,HIV_diagnosed,122283.0,California,CA
08,2015,HIV_diagnosed,11462.0,Colorado,CO
09,2015,HIV_diagnosed,10310.0,Connecticut,CT
10,2015,HIV_diagnosed,3146.0,Delaware,DE
11,2015,HIV_diagnosed,14367.0,District of Columbia,DC
12,2015,HIV_diagnosed,105299.0,Florida,FL
13,2015,HIV_diagnosed,49651.0,Georgia,GA
15,2015,HIV_diagnosed,2624.0,Hawaii,HI
16,2015,HIV_diagnosed,1043.0,Idaho,ID
17,2015,HIV_diagnosed,35161.0,Illinois,IL
18,2015,HIV_diagnosed,10662.0,Indiana,IN
19,2015,HIV_diagnosed,2409.0,Iowa,IA
20,2015,HIV_diagnosed,2804.0,Kansas,KS
21,2015,HIV_diagnosed,6636.0,Kentucky,KY
22,2015,HIV_diagnosed,19374.0,Louisiana,LA
23,2015,HIV_diagnosed,1438.0,Maine,ME
24,2015,HIV_diagnosed,32669.0,Maryland,MD
25,2015,HIV_diagnosed,19742.0,Massachusetts,MA
26,2015,HIV_diagnosed,14484.0,Michigan,MI
27,2015,HIV_diagnosed,7775.0,Minnesota,MN
28,2015,HIV_diagnosed,9248.0,Mississippi,MS
29,2015,HIV_diagnosed,11834.0,Missouri,MO
30,2015,HIV_diagnosed,569.0,Montana,MT
31,2015,HIV_diagnosed,2024.0,Nebraska,NE
32,2015,HIV_diagnosed,8724.0,Nevada,NV
33,2015,HIV_diagnosed,1153.0,New Hampshire,NH
34,2015,HIV_diagnosed,35463.0,New Jersey,NJ
35,2015,HIV_diagnosed,3200.0,New Mexico,NM
36,2015,HIV_diagnosed,126261.0,New York,NY
37,2015,HIV_diagnosed,29350.0,North Carolina,NC
38,2015,HIV_diagnosed,333.0,North Dakota,ND
39,2015,HIV_diagnosed,20426.0,Ohio,OH
40,2015,HIV_diagnosed,5752.0,Oklahoma,OK
41,2015,HIV_diagnosed,6573.0,Oregon,OR
42,2015,HIV_diagnosed,34032.0,Pennsylvania,PA
44,2015,HIV_diagnosed,2309.0,Rhode Island,RI
45,2015,HIV_diagnosed,16158.0,South Carolina,SC
46,2015,HIV_diagnosed,509.0,South Dakota,SD
47,2015,HIV_diagnosed,16412.0,Tennessee,TN
48,2015,HIV_diagnosed,81873.0,Texas,TX
49,2015,HIV_diagnosed,2656.0,Utah,UT
50,2015,HIV_diagnosed,653.0,Vermont,VT
51,2015,HIV_diagnosed,21142.0,Virginia,VA
53,2015,HIV_diagnosed,12408.0,Washington,WA
54,2015,HIV_diagnosed,1734.0,West Virginia,WV
55,2015,HIV_diagnosed,5915.0,Wisconsin,WI
56,2015,HIV_diagnosed,290.0,Wyoming,WY
72,2015,HIV_diagnosed,16770.0,Puerto Rico,PR
01,2015,HIV_diagnosed_rate,299.7,Alabama,AL
02,2015,HIV_diagnosed_rate,108.5,Alaska,AK
04,2015,HIV_diagnosed_rate,268.3,Arizona,AZ
05,2015,HIV_diagnosed_rate,213.3,Arkansas,AR
06,2015,HIV_diagnosed_rate,376.6,California,CA
08,2015,HIV_diagnosed_rate,252.8,Colorado,CO
09,2015,HIV_diagnosed_rate,336.0,Connecticut,CT
10,2015,HIV_diagnosed_rate,394.4,Delaware,DE
11,2015,HIV_diagnosed_rate,2476.1,District of Columbia,DC
12,2015,HIV_diagnosed_rate,607.1,Florida,FL
13,2015,HIV_diagnosed_rate,590.1,Georgia,GA
15,2015,HIV_diagnosed_rate,219.1,Hawaii,HI
16,2015,HIV_diagnosed_rate,77.9,Idaho,ID
17,2015,HIV_diagnosed_rate,326.9,Illinois,IL
18,2015,HIV_diagnosed_rate,194.3,Indiana,IN
19,2015,HIV_diagnosed_rate,92.9,Iowa,IA
20,2015,HIV_diagnosed_rate,117.6,Kansas,KS
21,2015,HIV_diagnosed_rate,179.5,Kentucky,KY
22,2015,HIV_diagnosed_rate,501.4,Louisiana,LA
23,2015,HIV_diagnosed_rate,125.1,Maine,ME
24,2015,HIV_diagnosed_rate,648.9,Maryland,MD
25,2015,HIV_diagnosed_rate,339.1,Massachusetts,MA
26,2015,HIV_diagnosed_rate,173.0,Michigan,MI
27,2015,HIV_diagnosed_rate,170.7,Minnesota,MN
28,2015,HIV_diagnosed_rate,375.1,Mississippi,MS
29,2015,HIV_diagnosed_rate,233.1,Missouri,MO
30,2015,HIV_diagnosed_rate,65.8,Montana,MT
31,2015,HIV_diagnosed_rate,130.6,Nebraska,NE
32,2015,HIV_diagnosed_rate,363.4,Nevada,NV
33,2015,HIV_diagnosed_rate,100.4,New Hampshire,NH
34,2015,HIV_diagnosed_rate,470.0,New Jersey,NJ
35,2015,HIV_diagnosed_rate,185.5,New Mexico,NM
36,2015,HIV_diagnosed_rate,751.3,New York,NY
37,2015,HIV_diagnosed_rate,349.0,North Carolina,NC
38,2015,HIV_diagnosed_rate,53.3,North Dakota,ND
